2015-08-28,全銘柄日足,http://k-db.com/
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
6042-T,ニッキ,東証2部,輸送用機器,327,344,327,338,14000,4694000
6044-T,三機サービス,JQスタンダード,サービス業,1735,1735,1675,1720,27900,47956100
6045-T,レントラックス,東証マザーズ,サービス業,2831,2925,2830,2885,104100,298028700
6046-T,リンクバル,東証マザーズ,サービス業,1500,1540,1476,1528,10400,15676800
6047-T,Gunosy,東証マザーズ,サービス業,1297,1334,1235,1290,463600,600088700
6048-T,デザインワン・ジャパン,東証マザーズ,サービス業,1669,1765,1651,1765,107500,183916200
6049-T,イトクロ,東証マザーズ,サービス業,1500,1648,1498,1648,41600,64564500
6050-T,イー・ガーディアン,東証マザーズ,サービス業,2323,2420,2300,2412,47000,110914200
6053-T,栄光ホールディングス,東証2部,サービス業,1547,1547,1546,1546,7000,10823100
6054-T,リブセンス,東証1部,サービス業,452,494,450,474,205700,94472100
6055-T,ジャパンマテリアル,東証1部,サービス業,1843,1877,1816,1875,43800,81049900
6058-T,ベクトル,東証1部,サービス業,1840,1903,1840,1883,91700,172156600
6059-T,ウチヤマホールディングス,東証1部,サービス業,480,485,478,482,31600,15202400
6060-T,こころネット,JQスタンダード,サービス業,873,891,873,889,4100,3600900
6061-T,ユニバーサル園芸社,JQスタンダード,サービス業,1588,1620,1550,1581,6100,9635800
6062-T,チャーム・ケア・コーポレーション,JQスタンダード,サービス業,1340,1345,1320,1331,1600,2137000
6063-T,日本エマージェンシーアシスタンス,JQスタンダード,サービス業,1007,1070,1000,1038,27200,27986100
6064-T,アクトコール,東証マザーズ,サービス業,1330,1470,1316,1435,19200,26204600
6065-T,サクセスホールディングス,東証1部,サービス業,1143,1164,1143,1156,4400,5083600
6066-T,新東京グループ,東証TPM,サービス業,-,-,-,-,0,0
6067-T,メディアフラッグ,東証マザーズ,サービス業,599,622,580,594,118000,70616700
6069-T,トレンダーズ,東証マザーズ,サービス業,619,628,610,628,9700,5993200
6070-T,キャリアリンク,東証1部,サービス業,2205,2268,2173,2182,56000,123422000
6071-T,IBJ,東証1部,サービス業,1448,1500,1413,1444,380600,550102800
6072-T,地盤ネットホールディングス,東証マザーズ,サービス業,337,349,337,347,42000,14423800
6073-T,アサンテ,東証1部,サービス業,1666,1672,1631,1648,16500,27185900
6074-T,ジェイエスエス,JQスタンダード,サービス業,690,700,690,699,1800,1255400
6075-T,フォトクリエイト,東証マザーズ,サービス業,1250,1329,1250,1289,4400,5541800
6076-F,アメイズ,福証,サービス業,752,764,750,751,6300,4777000
6077-T,N・フィールド,東証1部,サービス業,1700,1750,1700,1746,33800,58634900
6078-T,バリューHR,東証2部,サービス業,1505,1554,1505,1540,12300,18888800
6079-T,エナリス,東証マザーズ,サービス業,232,244,232,241,179100,42692400
6080-T,M&Aキャピタルパートナーズ,東証1部,サービス業,2000,2063,1913,1954,119200,233663900
6081-T,アライドアーキテクツ,東証マザーズ,サービス業,550,570,550,570,6500,3646800
6082-T,ライドオン・エクスプレス,東証マザーズ,サービス業,1119,1169,1113,1162,63100,72277000
6083-T,ERIホールディングス,東証1部,サービス業,784,790,748,756,32100,24664600
6084-T,オウチーノ,東証マザーズ,サービス業,1155,1286,1155,1286,2400,2953100
6085-T,アーキテクツ・スタジオ・ジャパン,東証マザーズ,サービス業,2650,2730,2650,2730,1300,3469000
6086-T,シンプロメンテ,東証マザーズ,サービス業,990,991,990,991,900,891100
6087-T,アビスト,東証1部,サービス業,1448,1460,1437,1445,13400,19409400
6088-T,シグマクシス,東証マザーズ,サービス業,519,529,510,515,177500,91695600
6089-T,ウィルグループ,東証1部,サービス業,988,1071,965,995,152400,152452300
6090-T,ヒューマン・メタボローム・テクノロジーズ,東証マザーズ,サービス業,990,1022,984,1022,25500,25532200
6091-T,ウエスコホールディングス,東証2部,サービス業,335,349,335,345,12800,4344500
6092-T,エンバイオ・ホールディングス,東証マザーズ,サービス業,983,1005,965,988,481100,474984900
6093-T,エスクロー・エージェント・ジャパン,JQスタンダード,サービス業,1800,1870,1765,1795,112400,202937500
6094-T,フリークアウト,東証マザーズ,サービス業,1510,1578,1506,1569,29600,45436000
6095-T,メドピア,東証マザーズ,サービス業,805,866,805,860,94600,79380100
6096-T,レアジョブ,東証マザーズ,サービス業,2270,2325,2203,2245,13000,29361900
6097-T,日本ビューホテル,東証1部,サービス業,2593,2650,2480,2559,108500,275707500
6098-T,リクルートホールディングス,東証1部,サービス業,3800,3835,3750,3765,1131200,4270624500
6099-T,エラン,東証マザーズ,サービス業,1231,1267,1229,1241,14600,18170500
6101-T,ツガミ,東証1部,機械,512,537,512,530,724000,382810000
6103-T,オークマ,東証1部,機械,987,1024,983,1013,3056000,3076548000
6104-T,東芝機械,東証1部,機械,437,450,437,441,540000,239429000
6112-T,小島鉄工所,東証2部,機械,116,119,116,118,34000,3981000
6113-T,アマダホールディングス,東証1部,機械,1057,1080,1057,1076,3884800,4164898300
6118-T,アイダエンジニアリング,東証1部,機械,1141,1158,1124,1143,201700,230132800
6121-T,滝澤鉄工所,東証1部,機械,191,198,191,196,311000,60612000
6125-T,岡本工作機械製作所,東証2部,機械,157,163,157,162,168000,27033000
6131-T,浜井産業,東証2部,機械,106,113,106,113,81000,8780000
6134-T,富士機械製造,東証1部,機械,1066,1116,1066,1108,227800,250561600
6135-T,牧野フライス製作所,東証1部,機械,972,991,961,971,2121000,2068539000
6136-T,オーエスジー,東証1部,機械,2388,2465,2372,2434,598900,1458316900
6137-T,小池酸素工業,東証2部,機械,346,350,346,350,10000,3477000
6138-T,ダイジェット工業,東証1部,機械,174,183,174,182,101000,17704000
6140-T,旭ダイヤモンド工業,東証1部,機械,1136,1189,1136,1165,658200,770499600
6141-T,DMG森精機,東証1部,機械,1735,1839,1730,1829,3033100,5466853700
6143-T,ソディック,東証1部,機械,820,850,820,842,799100,668036400
6144-T,西部電機,東証2部,機械,725,740,725,740,700,512700
6144-F,西部電機,福証,機械,-,-,-,-,0,0
6145-T,日特エンジニアリング,JQスタンダード,機械,1040,1073,1023,1066,22200,23188400
6146-T,ディスコ,東証1部,機械,9060,9520,9000,9450,293600,2751113000
6147-T,ヤマザキ,JQスタンダード,機械,510,510,510,510,200,102000
6149-T,小田原エンジニアリング,JQスタンダード,機械,636,645,627,641,6400,4070200
6150-T,タケダ機械,JQスタンダード,機械,324,336,324,335,12000,3977000
6151-T,日東工器,東証1部,機械,2409,2434,2390,2419,16300,39360500
6155-T,高松機械工業,東証2部,機械,1007,1018,997,1001,28100,28238100
6156-T,エーワン精密,JQスタンダード,機械,3650,3700,3605,3695,2000,7361500
6157-T,日進工具,JQスタンダード,機械,2301,2405,2301,2335,4400,10278200
6158-T,和井田製作所,JQスタンダード,機械,456,465,451,462,14000,6418800
6159-T,ミクロン精密,JQスタンダード,機械,3635,3795,3635,3755,1900,7047000
6161-T,エスティック,東証マザーズ,機械,2352,2437,2352,2437,2800,6686400
6163-T,エイチアンドエフ,JQスタンダード,機械,1285,1297,1250,1285,3400,4358100
6164-T,太陽工機,JQスタンダード,機械,1544,1544,1490,1495,8000,12200900
6165-T,パンチ工業,東証1部,機械,912,960,912,957,33000,31090900
6166-T,中村超硬,東証マザーズ,機械,2270,2300,2189,2244,30600,68957400
6167-T,冨士ダイス,東証2部,機械,569,573,556,566,70300,39744700
6171-T,土木管理総合試験所,東証2部,サービス業,1280,1551,1252,1540,961200,1368740900
6172-T,メタップス,東証マザーズ,サービス業,3040,3090,2555,2601,2237200,6344503500
6201-T,豊田自動織機,東証1部,輸送用機器,6020,6220,6000,6160,657400,4032324000
6203-T,豊和工業,東証1部,機械,674,688,673,687,29300,19903800
6205-T,大阪機工,東証1部,機械,147,154,147,154,1103000,166683000
6208-T,石川製作所,東証1部,機械,92,93,90,93,510000,46725000
6210-T,東洋機械金属,東証1部,機械,410,420,409,418,70300,29172300
6217-T,津田駒工業,東証1部,機械,120,127,120,127,248000,30498000
6218-T,エンシュウ,東証1部,機械,106,109,106,109,159000,17047000
6222-T,島精機製作所,東証1部,機械,1698,1756,1698,1746,157700,273250400
6239-T,ナガオカ,JQスタンダード,機械,1652,1790,1652,1790,2400,4128500
6240-T,ヤマシンフィルタ,東証2部,機械,578,579,557,574,58800,33457400
6245-T,ヒラノテクシード,東証2部,機械,840,899,839,899,57600,50174100
6246-T,テクノスマート,東証2部,機械,439,439,420,420,5000,2127000
6247-T,日阪製作所,東証1部,機械,998,1017,989,1010,30500,30711800
6248-T,横田製作所,JQスタンダード,機械,1121,1121,1121,1121,14700,16478700
6249-T,ゲームカード・ジョイコホールディングス,JQスタンダード,機械,1635,1640,1630,1640,1300,2125900
6250-T,やまびこ,東証1部,機械,4180,4290,4120,4285,44600,189044000
6254-T,野村マイクロ・サイエンス,JQスタンダード,機械,296,300,290,296,4700,1397300
6255-T,エヌ・ピー・シー,東証マザーズ,機械,221,226,219,226,91600,20458700
6256-T,ニューフレアテクノロジー,JQスタンダード,機械,4750,4870,4680,4800,14000,66978000
6257-T,藤商事,JQスタンダード,機械,1394,1399,1388,1398,9700,13532000
6258-T,平田機工,JQスタンダード,機械,960,980,960,962,5500,5329300
6259-T,大崎エンジニアリング,JQスタンダード,機械,444,469,444,452,4200,1891700
6262-T,ペガサスミシン製造,東証1部,機械,461,475,461,466,104600,48926000
6264-T,マルマエ,東証マザーズ,機械,685,687,650,664,38000,25632400
6265-T,妙徳,JQスタンダード,機械,306,306,305,305,29000,8872000
6266-T,タツモ,JQスタンダード,機械,1116,1116,1066,1110,17200,18848900
6267-T,ゼネラルパッカー,JQスタンダード,機械,388,400,375,400,29000,11208000
6268-T,ナブテスコ,東証1部,機械,2474,2545,2461,2517,677900,1705125800
6269-T,三井海洋開発,東証1部,機械,1609,1684,1605,1646,371000,610613200
6271-T,ニッセイ,東証2部,機械,963,1009,963,1000,7900,7821200
6272-T,レオン自動機,東証1部,機械,547,555,541,553,34600,19038200
6273-T,SMC,東証1部,機械,29675,30315,29420,30070,218000,6534880500
6274-T,新川,東証1部,機械,699,732,699,718,97800,70016500
6276-T,ナビタス,JQスタンダード,機械,-,-,-,-,0,0
6277-T,ホソカワミクロン,東証1部,機械,563,568,562,568,62000,35032000
6278-T,ユニオンツール,東証1部,機械,3460,3505,3425,3460,114800,397198500
6279-T,瑞光,東証2部,機械,4295,4390,4295,4320,11400,49342500
6281-T,前田製作所,JQスタンダード,機械,-,-,-,-,0,0
6282-T,オイレス工業,東証1部,機械,1885,1895,1865,1874,78400,147297800
6284-T,日精エー・エス・ビー機械,東証1部,機械,2324,2450,2274,2429,155400,374535100
6286-T,靜甲,JQスタンダード,機械,545,550,545,550,400,219500
6287-T,サトーホールディングス,東証1部,機械,2565,2607,2556,2565,87500,226042800
6289-T,技研製作所,東証2部,機械,1516,1580,1515,1542,51800,79810300
6291-T,日本エアーテック,東証1部,機械,654,699,653,674,39900,26785500
6292-T,カワタ,東証2部,機械,535,548,508,508,69000,36939000
6293-T,日精樹脂工業,東証1部,機械,902,949,902,945,103600,96523100
6294-T,オカダアイヨン,東証2部,機械,1116,1134,1108,1130,11500,12891400
6297-T,鉱研工業,JQスタンダード,機械,779,877,775,877,311300,268741900
6298-T,ワイエイシイ,東証1部,機械,849,885,849,862,57700,49932300
6299-T,神鋼環境ソリューション,東証2部,機械,556,570,556,570,33000,18588000
6300-T,アピックヤマダ,東証2部,機械,174,192,174,183,100000,18369000
6301-T,小松製作所,東証1部,機械,2045.0,2103.0,2044.0,2074.5,6377900,13258886900
6302-T,住友重機械工業,東証1部,機械,535,549,534,539,5251000,2842904000
6303-T,ササクラ,東証2部,機械,602,602,592,592,3000,1786000
6305-T,日立建機,東証1部,機械,1764,1826,1760,1800,1560200,2808261200
6306-T,日工,東証1部,機械,385,407,385,398,45000,17901000
6307-T,サンセイ,東証2部,機械,207,207,203,203,8000,1631000
6309-T,巴工業,東証1部,機械,1604,1625,1604,1608,12700,20465500
6310-T,井関農機,東証1部,機械,192,197,191,196,1285000,249709000
6312-T,フロイント産業,JQスタンダード,機械,1345,1360,1336,1341,5900,7950500
6314-T,石井工作研究所,JQスタンダード,機械,250,268,250,256,59600,15511800
6315-T,TOWA,東証1部,機械,737,777,730,754,247800,185995600
6316-T,丸山製作所,東証1部,機械,206,207,203,206,88000,18087000
6317-T,北川鉄工所,東証1部,機械,298,312,298,309,576000,176546000
6319-T,シンニッタン,東証1部,鉄鋼,531,533,515,523,59300,31041400
6322-T,タクミナ,東証2部,機械,850,865,850,865,400,344500
6323-T,ローツェ,JQスタンダード,機械,591,599,576,594,99300,58505400
6324-T,ハーモニック・ドライブ・システムズ,JQスタンダード,機械,1776,1852,1772,1843,372900,680202500
6325-T,タカキタ,東証2部,機械,420,424,411,424,10500,4372800
6326-T,クボタ,東証1部,機械,1883.5,1914.5,1873.0,1909.0,3559000,6756426500
6327-T,北川精機,JQスタンダード,機械,332,339,321,332,26500,8780600
6328-T,荏原実業,東証1部,機械,1402,1429,1398,1423,11600,16405600
6330-T,東洋エンジニアリング,東証1部,建設業,305,315,305,314,1159000,361012000
6331-T,三菱化工機,東証1部,機械,296,312,296,310,281000,85805000
6332-T,月島機械,東証1部,機械,1066,1080,1040,1049,53500,56296100
6333-T,帝国電機製作所,東証1部,機械,768,786,768,777,257700,200601500
6334-T,明治機械,東証2部,機械,175,185,175,185,54100,9747200
6335-T,東京機械製作所,東証1部,機械,63,65,63,65,745000,47360000
6336-T,石井表記,東証2部,機械,578,579,563,567,15800,9042400
6337-T,テセック,JQスタンダード,機械,615,636,615,635,6300,3886900
6338-T,タカトリ,東証2部,機械,434,438,430,438,3700,1599000
6339-T,新東工業,東証1部,機械,981,998,970,989,100100,98591200
6340-T,澁谷工業,東証1部,機械,2125,2203,2125,2185,57800,125859100
6342-T,太平製作所,東証2部,機械,252,262,252,259,76000,19381000
6343-T,フリージア・マクロス,東証2部,機械,29,29,28,28,7733000,221351000
6345-T,アイチコーポレーション,東証1部,機械,748,759,732,754,102300,76456200
6346-T,キクカワエンタープライズ,東証2部,機械,290,293,289,293,9000,2614000
6347-T,プラコー,JQスタンダード,機械,105,105,97,99,899000,89487000
6349-T,小森コーポレーション,東証1部,機械,1372,1410,1365,1404,265100,370524400
6351-T,鶴見製作所,東証1部,機械,1818,1894,1795,1848,31100,57208900
6355-T,住友精密工業,東証1部,機械,455,456,447,455,38000,17193000
6356-T,日本ギア工業,東証2部,機械,354,362,351,353,21000,7460000
6357-T,三精テクノロジーズ,東証2部,機械,657,665,642,658,86200,56159600
6358-T,酒井重工業,東証1部,機械,244,250,243,248,82000,20166000
6360-T,東京自働機械製作所,東証2部,機械,173,181,173,178,7000,1233000
6361-T,荏原製作所,東証1部,機械,484,500,482,497,5301000,2624057000
6362-T,石井鐵工所,東証1部,機械,201,203,200,202,48000,9667000
6363-T,酉島製作所,東証1部,機械,776,802,776,790,141000,111485200
6364-T,北越工業,東証1部,機械,788,817,788,807,114600,91935400
6365-T,電業社機械製作所,東証2部,機械,1858,1858,1840,1852,2100,3876400
6366-T,千代田化工建設,東証1部,建設業,877,916,871,898,5613000,5032596000
6367-T,ダイキン工業,東証1部,機械,7396,7449,7284,7406,1640100,12107628800
6368-T,オルガノ,東証1部,機械,472,480,468,477,51000,24227000
6369-T,トーヨーカネツ,東証1部,機械,204,213,204,213,379000,79166000
6370-T,栗田工業,東証1部,機械,2464,2541,2464,2527,1809100,4544203400
6371-T,椿本チエイン,東証1部,機械,935,962,935,947,769000,730388000
6373-T,大同工業,東証1部,機械,210,213,210,211,39000,8224000
